Note,Description,Date,nombre_good,nombre_follow,key
"3,0","Une série qui a attiré les foules et qui comporte une fin contrairement à certaines. Cette dénonciation tout azimut sur la misère, l'appat du gain qui rend les gens stupides mais bénéficie toujours à certains, n'en demeure pas moins limitée avec les gentils, les méchants reconnaissables qui acceptent tous la normalisation et la perte d'identité. On se laisse porter pour comprendre le but.",Publiée le 16 novembre 2021,"0


0",Suivre son activité,6
"4,0","Jusqu'où est-on prêt(e) à aller pour repartir avec le pactole ?Une nouvelle série dressant le portrait d'une société individualiste, divisée et malade, capable du meilleur, mais surtout du pire.Malgré quelques invraisemblances narratives, une nouvelle œuvre cynique et percutante, à mi-chemin entre le drame institutionnel et le thriller coloré et violent.Histoire d'addiction, de jeux et de (dés)humanisation, une nouvelle preuve que les productions coréennes figurent parmi les plus inventives et jusqu'au-boutistes qui soient.",Publiée le 19 octobre 2021,"0


0",Suivre son activité,7
"3,0",Une histoire complétement barrée mais on se prend au jeu !! Les jeux sont machiavélique et certaines scènes choquantes !! Certains épisodes assez inégales et parfois trop long mais dans l'ensemble ça s'enchaine bien avec du suspense et du mystère,Publiée le 12 octobre 2021,"0


0",Suivre son activité,8
"3,5","Bourrée d'incohérences, pour mieux y porter critique, cette série nous fais plonger sans réserve aucune et avec un intérêt préservé, voir démesuré.",Publiée le 16 octobre 2021,"0


0",Suivre son activité,9
"3,5","Un énorme battage médiatique pour une série qui aurait pu devenir culte, et qui le deviendra sûrement mais pas pour les bonnes raisons. Squid Game apporte son lot de morts violentes sous forme de jeux colorés et très élaborés. La qualité du jeu des acteurs et l'attachement aux différents personnages constituent le grand point fort de la série, qui n'est finalement pas si ""dingue"" que ça. La réalisation est bien travaillée, avec des idées de mise en scène bien trouvées et la BO reste bien en tête, mais la fin est clairement ratée. A voir une fois pour qui accroche au cinéma sud-coréen.",Publiée le 6 novembre 2021,"0


0",Suivre son activité,10
"4,0","Il y a bien quelques longueurs et incohérences mais dans l'ensemble, Squid Game a le mérite de pousser loin la réflexion sur l'acceptabilité d'une situation imposée. Jusqu'où sommes-nous prêts à aller pour effacer d'un trait des années de laisser-aller? Le dernier épisode est assez magistral et le retournement de situation tout à fait inattendu. Bien vu Netflix",Publiée le 30 octobre 2021,"0


0",Suivre son activité,11
"4,5","Oui, la violence et la mort sont banalisées dans cette série. Mais c'est clairement une fiction qui raconte l'histoire de personnes qui ont tout perdu et sont endettés jusqu'au cou. Du coup, c'est la mort dans la société ou la mort dans le jeu mais avec l'infime espoir d'être l'élu qui va gagner une somme d'argent incroyable. Et comme ils sont tous joueurs, il sont assez cupides de croire que ce sera eux le grand gagnant. C'est infernal mais bien pensé et très bien réalisé. Au départ, ils sont nombreux et la série mise tout sur la violence froide et rapide. Mais au fur et à mesure que le nombre de participants diminue, on commence à sympathiser avec plusieurs d'entre eux. Et là, c'est la violence psychologique qui prend le dessus. Un jeu de pouvoir guidé par l'argent et des hommes puissants cachés dans l'ombre qui réduisent l'homme à un animal. Mais au final, il y a quand même une morale à cette histoire. Comme disait le grand père : la vie est un bien précieux, ne la gâchons pas en nous plongeant dans des situations inextricables. Une excellente série que j'ai trouvé fort bien construite avec une belle progression. Un vrai suspens sans excès et de très bon acteurs. Espérons une suite car plusieurs points sont en suspens (comme le sort du policier et son contact et la position du gagnant qui semble vouloir en découdre avec les responsables)",Publiée le 8 janvier 2022,"0


0",Suivre son activité,12
"3,5","Il faut 2 ou 3 épisodes pour entrer dedans,mais après on veut savoir la suite et on enchaîne les épisodes facilement.",Publiée le 28 septembre 2021,"0


0",Suivre son activité,13
"4,5","Série palpitante au suspens intelligemment et diaboliquement bien orchestré. Le sujet est choquant, mais il ne l'est pas gratuitement ni bêtement. Les critiques de la société actuelle sont fortes. Les jeux d'argent, le capitalisme, la quête de richesse à n'importe quel prix, les limites du jeux et l'attrait du gain, etc sont vivement critiqués. J'ai lu beaucoup de commentaires qui tiraient à boulet rouge sur la série. Mais je préfère voir une série comme celle ci, avec certes beaucoup de violence et un cadre particulier, mais avec du propos et une vraie remise en question de nos travers, plutôt qu'une série ou film gore, d'horreur gratuits qui ne choquent plus personne car rentré dans nos habitudes cinématographiques. Là on nous met mal à l'aise dans SquidGame car on nous montre comment réagissent des personnes de tous horizons et de tous caractères, face à la mort, face à un gain d'argent pharamineux. Et on se demande forcément jusqu'où irions nous nous même ?Au delà des messages que fait passer la série, elle est très forte sur son scénario, son jeu d'acteur exceptionnel, la construction des épisodes et sur les jeux que disputent les candidats, toujours plus cruels machiavéliques et rempli de dilemmes moraux.Un sacré uppercut télévisuel",Publiée le 16 octobre 2021,"0


0",Suivre son activité,14
"1,5","L'impression de voir des épisodes de ""X-Or"" ou ""Bioman"" dans le jeu d'acteur (c'est typique des asiatiques cette façon de jouer, donc...) mais dans une version + trash en assassinant les joueurs. Le grand méchant assis dans son fauteuil qui regarde les épreuves sur son écran géant sans que l'on puisse voir son visage (là c'est l'anime de ""Inspecteur Gadget"" lol...). Le scénario est original mais très mal transposé à l'écran. C'est vraiment mauvais...",Publiée le 13 novembre 2021,"1


0",Suivre son activité,0
"3,5","Au vu du gros buzz fait par cette série, elle tient effectivement toutes ses promesses avec un regard sinistre sur la société. Une bonne psychologie des personnages, un certain suspense (même si on se doute dès le début qui va arriver en finale du jeu !), un bin jeu d'acteurs.Par contre, la fin est vraiment navrante, comme si les scénaristes l'avaient bâclée pour surtout ouvrir sur une suite (Vive le pouvoir de Netflix !). Pas sûr que la saison 2 tiendra aussi toutes ses promesses...",Publiée le 16 octobre 2021,"0


0",Suivre son activité,1
"1,5","Sur-côté, sur-joué. L'idée était plutôt bonne mais mal réalisée, je ne comprends pas l'effervescence autour de cette série.",Publiée le 16 octobre 2021,"1



0",Suivre son activité,2
"4,0","Très très bonne série, vraiment mais j'espère que vous avez le cœur accroché.Ce qui m'a étonné avant toute chose c'est surtout le succès de la série : le concept de Battle Royal est un concept imminent de la culture asiatique, il y a une tonne et demie d'œuvres en tout genre sur ce thème, donc même si certain/es œuvres sont tout aussi bonnes que Squid Game, je pense que c'est surtout la communication autour de cette série qui l'a fait exploser, à tel point qu'elle a presque dépassé La Casa De Papel.Si on s'en tiens uniquement à la série même, elle est déjà très bien réalisée avec des décors réalistes et soignés, et malgré le scénario peut original celui ci est vraiment bien écrit et donne un ensemble cohérent, avec de multiples rebondissements, qui viennent rajouter du piquant aux épisodes qui en possèdent déjà beaucoup. Je suis vraiment passé par toutes les émotions pendant le visionnage, de l'envie de gagner, envie de pleurer, envie de se battre, j'ai rarement ressenti cela.De plus, cette série a un sens caché très important, c'est un véritable satire de la société coréenne, qui démontre le manque de pitié face aux personnes avec des problèmes financiers, et la ou Squid Game est fort c'est qu'il fait vraiment réfléchir à ce sujet, et remet en cause notre manière de penser vis à vis de ces pauvres gens. La série est assez trash, si vous êtes sensible je vous la déconseille vivement, car elle est très malsaine et contient des scènes choc.En revanche si vous avez aimé les films Saw, Alice in Borderland ou le manga Real Account vous serez servis avec cette série, très réussie.",Publiée le 30 novembre 2021,"0


1",Suivre son activité,3
"5,0","J'ai pensé que cette série était un bijou! Personne ne les a obligés à jouer. Jusqu'où iront-ils pour de l'argent?! Et pour échapper à leurs ""vies de merde"" et leurs créanciers. Vous pouvez vous attacher à eux mais ils ne vont pas tous survivre.;)... Le personnage principal va se hisser de ""jeux"" en jeux, en commençant par un bête ""1,2,3 soleil""... Particulier... Les alliances et les rivalités se forment, les rancunes et les gratitudes. Les stratégies et les émotions... C'est le genre de série où il faut se concentrer dessus pour en profiter un max, pas question de jouer sur ses machines en même temps.;) On va de surprise en surprises, ça devient vraiment excitant après de l'épisode 6...Mais jusqu'au dernier moment vous irez de découverte en découverte. Voilà c'était mon avis personnel sans être influencé par aucune critiques à part celles de deux ou trois amis. J'ai entendu dire qu'on trouvait Squid Game très violent, moi j'ai trouvé que la violence était rationalisé car dans le cadre du ""jeu"".(Attendez vous a voir un bon paquet de headshot tout de même!!).",Publiée le 24 octobre 2021,"0


1",Suivre son activité,4
"4,0","J'ai regardé cette série avant la hype, et je l'ai beaucoup appréciée, cependant je la trouve très surcotée aujourd'hui. Certes, elle est très bien, mais tout le monde vendait ça comme LA meilleure série de tous les temps, ce qui n'est pas le cas à mon sens. Le principe est bon et j'adore ce genre de trames. Les épreuves sont sympas, il y a des rebondissements notamment à l'épisode 6 qui était assez fort en émotions. Les personnages sont très réalistes (petite mention spéciale au policier qui est très beau). La hype se comprend, mais je trouve qu'il y en avait trop qui était fait. Par contre, je trouvais ça assez prévisible que 
spoiler: 
 le numéro 001 est en fait l'organisateur de tout ça.
 Je m'en étais doutée à partir du moment où 
spoiler: 
il avait mit en scène sa mort durant l'épreuve des billes, sachant qu'on ne l'avait pas vu se faire tirer dessus, je trouve que c'était assez logique qu'il ne soit pas mort
. Le jeu d'acteur est bon, on y croit, et l'épreuve qui m'a fait le plus stresser est celle des vitres (la dernière) où l'atmosphère était très prenante. Je suis déçue de certaines morts, mais ça faisait sens car il ne pouvait y avoir 
spoiler: 
qu'un seul gagnant, et c'était un peu évident que ça allait être le personnage principal qui allait gagner.
Pour résumer, cette série est très cool, et si vous ne vous êtes encore rien fait spoiler en allant sur les réseaux sociaux c'est un miracle. C'est sympa, mais pas très joyeux. Cependant tout y est pour passer un agréable moment.",Publiée le 19 octobre 2021,"0


1",Suivre son activité,5
